Order ID,Order Date,Ship Date,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-03556,2014-01-08,2014-01-13,Corporate,South,Office Supplies,Envelopes,64.57,4,0.0,7.03
US-03556,2014-01-08,2014-01-14,Corporate,East,Office Supplies,Labels,97.24,3,0.0,25.43
US-04665,2014-01-08,2014-01-11,Home Office,West,Technology,Phones,1336.45,4,0.0,268.79
US-00904,2014-01-09,2014-01-13,Consumer,South,Furniture,Bookcases,228.17,1,0.0,16.62
US-01759,2014-01-09,2014-01-15,Corporate,East,Office Supplies,Storage,268.46,1,0.3,-24.49
US-01759,2014-01-09,2014-01-15,Corporate,West,Office Supplies,Appliances,425.22,4,0.0,94.45
US-02243,2014-01-09,2014-01-12,Corporate,West,Office Supplies,Art,180.39,2,0.0,23.54
US-02243,2014-01-09,2014-01-14,Corporate,South,Office Supplies,Paper,88.65,1,0.0,30.9
US-03991,2014-01-09,2014-01-15,Corporate,South,Office Supplies,Fasteners,3.28,1,0.0,0.58
US-00615,2014-01-10,2014-01-13,Consumer,South,Office Supplies,Fasteners,6.07,2,0.0,0.92
US-00615,2014-01-10,2014-01-14,Home Office,Central,Technology,Phones,850.42,3,0.0,184.49
US-01284,2014-01-10,2014-01-16,Consumer,East,Furniture,Bookcases,1528.33,5,0.4,-259.94
US-02808,2014-01-10,2014-01-13,Consumer,West,Office Supplies,Paper,68.75,5,0.0,9.98
US-04581,2014-01-10,2014-01-13,Home Office,West,Office Supplies,Appliances,641.61,1,0.0,110.77
US-00471,2014-01-11,2014-01-12,Consumer,West,Furniture,Furnishings,495.33,1,0.1,110.53
US-02131,2014-01-11,2014-01-12,Home Office,West,Furniture,Furnishings,437.59,2,0.0,92.27
US-03158,2014-01-11,2014-01-17,Consumer,West,Office Supplies,Supplies,69.8,1,0.0,21.68
US-03158,2014-01-11,2014-01-15,Corporate,West,Office Supplies,Art,241.47,1,0.0,12.23
US-02529,2014-01-12,2014-01-13,Consumer,South,Technology,Machines,2807.97,2,0.0,174.18
US-04016,2014-01-12,2014-01-17,Home Office,South,Office Supplies,Appliances,650.12,1,0.0,37.6
US-04016,2014-01-12,2014-01-17,Home Office,South,Technology,Accessories,1362.75,5,0.2,-75.79
US-04990,2014-01-12,2014-01-15,Corporate,South,Furniture,Bookcases,432.22,4,0.1,28.54
US-01081,2014-01-13,2014-01-19,Corporate,West,Furniture,Bookcases,273.42,2,0.5,-85.37
US-01081,2014-01-13,2014-01-19,Corporate,East,Technology,Accessories,530.06,3,0.0,84.18
US-00002,2014-01-14,2014-01-14,Home Office,South,Office Supplies,Binders,37.32,1,0.4,-2.8
US-00002,2014-01-14,2014-01-18,Home Office,Central,Furniture,Furnishings,1222.26,3,0.0,417.93
US-00482,2014-01-14,2014-01-16,Corporate,West,Furniture,Bookcases,423.91,1,0.0,101.48
US-01515,2014-01-14,2014-01-20,Consumer,East,Technology,Machines,2732.57,2,0.0,451.62
US-01515,2014-01-14,2014-01-18,Corporate,West,Office Supplies,Fasteners,79.45,4,0.15,0.89
US-02127,2014-01-14,2014-01-20,Home Office,Central,Technology,Machines,1396.04,1,0.0,402.79
US-02127,2014-01-14,2014-01-20,Consumer,South,Office Supplies,Fasteners,20.2,1,0.0,2.92
US-03007,2014-01-14,2014-01-18,Consumer,West,Furniture,Bookcases,1949.74,3,0.0,165.76
US-04635,2014-01-14,2014-01-18,Home Office,South,Furniture,Chairs,2955.49,4,0.0,311.64
US-04635,2014-01-14,2014-01-20,Consumer,West,Technology,Copiers,3492.73,2,0.2,-257.23
US-04635,2014-01-14,2014-01-16,Consumer,East,Technology,Accessories,537.22,5,0.0,137.5
US-00550,2014-01-15,2014-01-19,Home Office,Central,Office Supplies,Supplies,84.6,3,0.4,-12.65
US-01390,2014-01-15,2014-01-15,Consumer,East,Furniture,Tables,7308.7,5,0.1,1448.43
US-01594,2014-01-15,2014-01-20,Corporate,South,Office Supplies,Fasteners,47.32,4,0.0,11.85
US-01594,2014-01-15,2014-01-19,Corporate,Central,Technology,Machines,643.55,4,0.0,91.82
US-01841,2014-01-15,2014-01-20,Consumer,Central,Furniture,Chairs,531.92,1,0.2,22.97
US-01841,2014-01-15,2014-01-18,Corporate,South,Furniture,Chairs,941.89,5,0.0,274.34
US-01841,2014-01-15,2014-01-16,Consumer,Central,Office Supplies,Appliances,277.86,1,0.0,62.58
US-02714,2014-01-15,2014-01-20,Home Office,South,Technology,Accessories,1170.43,3,0.0,405.2
US-03515,2014-01-15,2014-01-19,Consumer,South,Office Supplies,Labels,57.65,2,0.0,19.63
US-03515,2014-01-15,2014-01-18,Consumer,South,Technology,Copiers,3731.04,3,0.1,572.59
US-00710,2014-01-17,2014-01-18,Corporate,Central,Technology,Phones,600.7,1,0.3,-63.77
US-01118,2014-01-17,2014-01-19,Home Office,West,Furniture,Furnishings,411.09,1,0.0,38.14
US-01517,2014-01-17,2014-01-17,Home Office,East,Office Supplies,Envelopes,142.97,3,0.0,46.6
US-01517,2014-01-17,2014-01-23,Consumer,Central,Technology,Machines,969.5,3,0.1,254.56
US-04616,2014-01-17,2014-01-22,Consumer,East,Technology,Accessories,413.36,2,0.0,133.21
US-04745,2014-01-17,2014-01-20,Home Office,West,Technology,Copiers,3887.21,3,0.4,-301.18
US-00207,2014-01-18,2014-01-23,Home Office,Central,Technology,Machines,722.14,1,0.0,90.7
US-00207,2014-01-18,2014-01-22,Home Office,West,Furniture,Tables,1047.76,5,0.4,-58.04
US-00630,2014-01-18,2014-01-18,Corporate,East,Furniture,Chairs,447.16,1,0.0,44.17
US-00882,2014-01-18,2014-01-24,Corporate,West,Furniture,Chairs,1722.7,4,0.0,172.44
US-01518,2014-01-18,2014-01-20,Consumer,West,Furniture,Bookcases,109.79,1,0.2,-5.39
US-01518,2014-01-18,2014-01-24,Corporate,South,Furniture,Bookcases,1818.71,3,0.0,347.18
US-04050,2014-01-18,2014-01-24,Consumer,East,Technology,Copiers,693.43,3,0.0,82.52
US-04050,2014-01-18,2014-01-22,Home Office,Central,Furniture,Chairs,633.35,2,0.3,6.72
US-04608,2014-01-18,2014-01-22,Corporate,East,Office Supplies,Paper,58.62,1,0.0,5.62
US-04608,2014-01-18,2014-01-20,Home Office,East,Furniture,Chairs,371.74,1,0.0,101.16
US-04954,2014-01-19,2014-01-22,Corporate,South,Technology,Copiers,1572.93,1,0.4,-186.17
US-00016,2014-01-20,2014-01-22,Consumer,East,Furniture,Bookcases,393.65,1,0.0,27.81
US-00016,2014-01-20,2014-01-22,Home Office,West,Technology,Machines,2103.23,2,0.4,-767.26
US-00016,2014-01-20,2014-01-22,Home Office,East,Technology,Accessories,232.43,2,0.15,-7.09
US-01254,2014-01-20,2014-01-21,Consumer,South,Technology,Copiers,4306.12,3,0.2,50.57
US-02358,2014-01-20,2014-01-24,Home Office,East,Technology,Copiers,1771.21,3,0.0,609.62
US-02358,2014-01-20,2014-01-22,Corporate,West,Technology,Machines,361.42,1,0.15,71.61
US-02358,2014-01-20,2014-01-22,Home Office,East,Furniture,Bookcases,2699.73,5,0.0,274.93
US-02575,2014-01-20,2014-01-25,Consumer,Central,Office Supplies,Labels,54.57,5,0.15,-2.41
US-02575,2014-01-20,2014-01-22,Corporate,Central,Furniture,Tables,1599.74,2,0.1,265.49
US-02780,2014-01-20,2014-01-26,Home Office,South,Technology,Machines,892.01,1,0.0,250.86
US-03980,2014-01-20,2014-01-20,Corporate,South,Furniture,Furnishings,1696.05,4,0.0,297.21
US-04198,2014-01-20,2014-01-24,Home Office,Central,Technology,Machines,215.58,1,0.0,19.69
US-02290,2014-01-21,2014-01-23,Corporate,South,Technology,Machines,3450.52,4,0.1,819.53
US-02290,2014-01-21,2014-01-22,Consumer,South,Office Supplies,Storage,131.63,1,0.0,21.47
US-03578,2014-01-21,2014-01-21,Consumer,East,Furniture,Furnishings,1324.48,5,0.4,-76.77
US-03578,2014-01-21,2014-01-23,Corporate,West,Furniture,Bookcases,422.24,1,0.15,46.63
US-04781,2014-01-21,2014-01-22,Corporate,South,Office Supplies,Art,416.67,2,0.0,116.48
US-00145,2014-01-22,2014-01-24,Home Office,East,Technology,Copiers,1002.4,1,0.15,99.27
US-03473,2014-01-22,2014-01-26,Corporate,East,Furniture,Chairs,2768.94,4,0.15,315.4
US-03718,2014-01-22,2014-01-23,Home Office,East,Technology,Machines,3395.73,4,0.0,845.31
US-00833,2014-01-23,2014-01-24,Consumer,Central,Technology,Copiers,736.53,3,0.15,-36.98
US-00833,2014-01-23,2014-01-28,Home Office,East,Furniture,Tables,2916.0,3,0.0,385.1
US-02826,2014-01-23,2014-01-28,Corporate,East,Technology,Phones,759.6,1,0.2,43.35
US-02826,2014-01-23,2014-01-24,Consumer,Central,Technology,Phones,1407.83,2,0.0,481.08
US-03565,2014-01-23,2014-01-25,Consumer,East,Technology,Machines,1437.17,1,0.0,93.8
US-02064,2014-01-24,2014-01-28,Consumer,Central,Office Supplies,Labels,68.98,3,0.0,6.99
US-03314,2014-01-24,2014-01-25,Consumer,West,Technology,Accessories,1280.62,4,0.0,293.65
US-03314,2014-01-24,2014-01-25,Home Office,East,Office Supplies,Storage,293.05,2,0.2,5.94
US-03314,2014-01-24,2014-01-29,Consumer,East,Furniture,Bookcases,601.26,1,0.0,184.41
US-04141,2014-01-25,2014-01-25,Home Office,East,Office Supplies,Storage,752.24,4,0.4,-44.26
US-04520,2014-01-25,2014-01-31,Corporate,East,Technology,Copiers,5260.94,3,0.15,-358.8
US-04590,2014-01-25,2014-01-31,Home Office,East,Office Supplies,Labels,53.75,2,0.2,1.71
US-00286,2014-01-26,2014-01-31,Corporate,South,Technology,Copiers,3224.46,5,0.0,872.53
US-00477,2014-01-26,2014-01-30,Home Office,East,Furniture,Bookcases,640.71,1,0.0,100.35
US-00522,2014-01-26,2014-01-29,Home Office,South,Technology,Accessories,330.18,2,0.3,5.25
US-00522,2014-01-26,2014-02-01,Corporate,Central,Technology,Phones,951.1,2,0.3,-74.47
US-03884,2014-01-26,2014-01-27,Home Office,West,Technology,Copiers,2493.87,3,0.4,-501.96
US-03792,2014-01-27,2014-01-31,Home Office,East,Office Supplies,Art,555.71,4,0.5,-120.02
US-03887,2014-01-27,2014-01-31,Home Office,West,Technology,Accessories,397.94,3,0.3,22.23
US-03887,2014-01-27,2014-01-30,Corporate,Central,Office Supplies,Storage,1268.68,4,0.0,353.91
US-04541,2014-01-27,2014-01-30,Home Office,South,Office Supplies,Storage,184.07,4,0.1,46.92
US-04541,2014-01-27,2014-01-30,Consumer,Central,Furniture,Bookcases,1349.57,2,0.0,120.6
US-01539,2014-01-28,2014-02-01,Home Office,West,Technology,Phones,469.4,1,0.15,-41.11
US-01741,2014-01-28,2014-01-29,Consumer,East,Technology,Machines,1192.8,1,0.0,88.08
US-01929,2014-01-28,2014-02-03,Consumer,West,Technology,Phones,1276.05,2,0.0,78.4
US-01929,2014-01-28,2014-02-02,Home Office,Central,Technology,Phones,548.14,2,0.0,162.29
US-03955,2014-01-28,2014-02-03,Corporate,East,Office Supplies,Art,226.51,2,0.3,-37.04
US-00920,2014-01-29,2014-02-01,Home Office,South,Furniture,Bookcases,591.33,2,0.0,151.69
US-01132,2014-01-29,2014-02-02,Corporate,West,Furniture,Chairs,1288.49,4,0.2,-11.5
US-02203,2014-01-29,2014-02-02,Corporate,East,Office Supplies,Envelopes,58.38,4,0.3,-16.66
US-04948,2014-01-29,2014-01-30,Home Office,East,Technology,Accessories,718.86,2,0.0,197.36
US-04948,2014-01-29,2014-01-30,Home Office,Central,Furniture,Chairs,987.88,2,0.0,194.6
US-04948,2014-01-29,2014-01-29,Consumer,East,Technology,Copiers,472.74,1,0.1,67.47
US-03169,2014-01-30,2014-02-05,Consumer,South,Technology,Copiers,6709.55,5,0.1,1030.91
US-03169,2014-01-30,2014-01-31,Consumer,South,Technology,Machines,2861.07,2,0.0,940.07
US-04913,2014-01-30,2014-02-04,Corporate,East,Office Supplies,Art,500.17,2,0.15,4.9
US-04913,2014-01-30,2014-02-05,Corporate,Central,Furniture,Furnishings,218.83,4,0.15,-16.2
US-03283,2014-01-31,2014-01-31,Home Office,Central,Office Supplies,Binders,110.1,3,0.2,-4.01
US-04316,2014-01-31,2014-02-04,Home Office,Central,Office Supplies,Storage,533.12,4,0.2,-71.98
US-04316,2014-01-31,2014-02-03,Home Office,South,Technology,Accessories,1093.99,3,0.0,293.66
US-04399,2014-01-31,2014-02-02,Home Office,Central,Office Supplies,Art,129.04,1,0.0,34.16
US-00631,2014-02-01,2014-02-03,Corporate,West,Furniture,Chairs,99.36,1,0.0,24.65
US-00631,2014-02-01,2014-02-01,Home Office,East,Technology,Machines,4312.43,3,0.0,1163.99
US-02281,2014-02-01,2014-02-06,Home Office,Central,Office Supplies,Binders,7.28,1,0.1,1.84
US-02281,2014-02-01,2014-02-01,Corporate,South,Technology,Phones,260.29,2,0.0,30.38
US-03274,2014-02-01,2014-02-05,Consumer,East,Office Supplies,Art,108.42,4,0.1,21.37
US-04838,2014-02-01,2014-02-05,Consumer,East,Technology,Phones,4306.1,5,0.0,448.63
US-01907,2014-02-02,2014-02-07,Consumer,South,Office Supplies,Storage,275.16,1,0.15,-14.29
US-01907,2014-02-02,2014-02-03,Home Office,East,Office Supplies,Envelopes,32.97,3,0.0,6.64
US-02085,2014-02-02,2014-02-04,Corporate,South,Office Supplies,Supplies,78.97,1,0.0,14.92
US-02904,2014-02-02,2014-02-07,Home Office,East,Technology,Accessories,228.52,1,0.0,66.39
US-01166,2014-02-03,2014-02-09,Consumer,East,Technology,Copiers,2907.25,4,0.0,855.6
US-01166,2014-02-03,2014-02-06,Home Office,West,Technology,Phones,1513.88,2,0.1,137.49
US-03477,2014-02-03,2014-02-03,Corporate,East,Office Supplies,Supplies,114.7,3,0.0,15.89
US-02608,2014-02-04,2014-02-08,Consumer,South,Furniture,Chairs,1386.9,2,0.0,432.53
US-02812,2014-02-04,2014-02-04,Home Office,West,Furniture,Bookcases,1720.43,3,0.1,152.86
US-01176,2014-02-05,2014-02-06,Corporate,West,Furniture,Tables,768.58,2,0.0,123.48
US-00404,2014-02-06,2014-02-10,Corporate,West,Office Supplies,Appliances,319.23,1,0.0,59.98
US-00955,2014-02-06,2014-02-09,Consumer,East,Office Supplies,Envelopes,19.98,1,0.1,3.84
US-00955,2014-02-06,2014-02-08,Consumer,Central,Technology,Phones,849.26,1,0.4,7.77
US-02337,2014-02-06,2014-02-11,Corporate,South,Office Supplies,Supplies,217.8,3,0.15,32.35
US-04304,2014-02-06,2014-02-09,Corporate,Central,Furniture,Chairs,2372.17,3,0.0,489.37
US-04304,2014-02-06,2014-02-07,Corporate,East,Furniture,Furnishings,855.6,2,0.3,-245.45
US-04680,2014-02-06,2014-02-10,Consumer,South,Office Supplies,Envelopes,35.27,1,0.0,2.4
US-04680,2014-02-06,2014-02-07,Consumer,South,Furniture,Bookcases,434.41,3,0.0,121.01
US-03227,2014-02-07,2014-02-11,Consumer,South,Technology,Phones,926.97,2,0.0,61.58
US-04460,2014-02-07,2014-02-09,Corporate,Central,Office Supplies,Labels,66.65,4,0.0,7.9
US-04383,2014-02-08,2014-02-14,Home Office,Central,Furniture,Bookcases,385.68,1,0.0,73.96
US-04383,2014-02-08,2014-02-09,Consumer,West,Office Supplies,Supplies,74.43,1,0.2,0.52
US-04597,2014-02-08,2014-02-08,Consumer,West,Office Supplies,Appliances,721.75,1,0.1,161.69
US-04597,2014-02-08,2014-02-14,Home Office,South,Furniture,Chairs,224.18,1,0.0,67.74
US-04728,2014-02-08,2014-02-08,Home Office,Central,Furniture,Tables,2767.96,3,0.3,-372.66
US-01089,2014-02-09,2014-02-14,Home Office,South,Technology,Machines,1070.67,1,0.15,24.58
US-01089,2014-02-09,2014-02-10,Corporate,Central,Office Supplies,Envelopes,35.84,1,0.0,1.8
US-01089,2014-02-09,2014-02-09,Home Office,Central,Technology,Machines,1327.1,1,0.0,232.65
US-01095,2014-02-09,2014-02-10,Home Office,West,Furniture,Tables,295.79,1,0.0,38.11
US-01302,2014-02-09,2014-02-11,Corporate,East,Office Supplies,Art,417.71,3,0.3,-38.48
US-01887,2014-02-09,2014-02-12,Corporate,East,Technology,Phones,516.92,1,0.0,180.53
US-04492,2014-02-09,2014-02-15,Home Office,South,Technology,Copiers,1223.87,2,0.2,-49.12
US-04502,2014-02-09,2014-02-14,Corporate,East,Furniture,Furnishings,249.36,2,0.0,36.7
US-00685,2014-02-10,2014-02-10,Corporate,West,Office Supplies,Appliances,628.74,1,0.0,175.92
US-00685,2014-02-10,2014-02-11,Home Office,East,Furniture,Furnishings,1971.62,4,0.0,523.16
US-02133,2014-02-10,2014-02-13,Consumer,Central,Office Supplies,Art,407.78,2,0.0,85.44
US-03780,2014-02-10,2014-02-15,Home Office,South,Furniture,Bookcases,285.84,1,0.0,58.39
US-03780,2014-02-10,2014-02-12,Corporate,Central,Technology,Copiers,1795.94,1,0.0,248.26
US-03780,2014-02-10,2014-02-15,Consumer,South,Office Supplies,Supplies,7.66,1,0.0,0.58
US-01556,2014-02-11,2014-02-16,Home Office,Central,Office Supplies,Envelopes,95.28,2,0.0,6.46
US-02595,2014-02-11,2014-02-17,Consumer,East,Technology,Machines,2016.96,2,0.0,570.06
US-03675,2014-02-11,2014-02-15,Home Office,West,Technology,Accessories,294.27,2,0.0,55.3
US-01185,2014-02-12,2014-02-16,Home Office,West,Office Supplies,Binders,10.93,1,0.0,1.08
US-01525,2014-02-12,2014-02-18,Consumer,Central,Furniture,Bookcases,493.25,1,0.0,37.39
US-01525,2014-02-12,2014-02-17,Consumer,South,Furniture,Chairs,1418.57,2,0.1,223.22
US-01600,2014-02-12,2014-02-16,Corporate,West,Furniture,Chairs,487.44,1,0.5,-80.91
US-01994,2014-02-12,2014-02-14,Consumer,East,Furniture,Bookcases,1152.92,3,0.0,125.9
US-03061,2014-02-12,2014-02-12,Corporate,West,Technology,Phones,2976.28,5,0.2,559.97
US-00754,2014-02-13,2014-02-18,Consumer,South,Furniture,Furnishings,29.06,1,0.0,3.71
US-00754,2014-02-13,2014-02-14,Corporate,East,Office Supplies,Supplies,156.29,2,0.0,49.09
US-00754,2014-02-13,2014-02-17,Consumer,Central,Technology,Copiers,526.86,1,0.1,104.76
US-01889,2014-02-13,2014-02-16,Corporate,West,Furniture,Chairs,901.04,2,0.15,159.2
US-03196,2014-02-13,2014-02-18,Corporate,East,Office Supplies,Storage,113.76,1,0.0,9.24
US-03387,2014-02-13,2014-02-17,Consumer,East,Office Supplies,Binders,18.24,3,0.0,4.39
US-03387,2014-02-13,2014-02-14,Home Office,East,Technology,Phones,1163.97,2,0.1,21.05
US-03443,2014-02-13,2014-02-16,Consumer,West,Technology,Accessories,70.55,4,0.15,0.4
US-04245,2014-02-13,2014-02-14,Consumer,Central,Office Supplies,Envelopes,18.36,3,0.1,1.23
US-04245,2014-02-13,2014-02-17,Home Office,West,Furniture,Chairs,465.51,1,0.5,-160.55
US-01971,2014-02-14,2014-02-18,Corporate,East,Furniture,Furnishings,893.87,2,0.1,13.07
US-01971,2014-02-14,2014-02-17,Consumer,Central,Furniture,Furnishings,1022.9,3,0.1,112.49
US-02770,2014-02-14,2014-02-15,Home Office,Central,Furniture,Bookcases,581.94,2,0.0,39.43
US-02770,2014-02-14,2014-02-17,Consumer,East,Furniture,Tables,1309.43,3,0.0,67.7
US-02770,2014-02-14,2014-02-17,Home Office,South,Office Supplies,Art,184.87,1,0.2,0.79
US-04157,2014-02-14,2014-02-17,Corporate,East,Office Supplies,Art,1490.23,5,0.2,275.28
US-00846,2014-02-15,2014-02-15,Consumer,Central,Technology,Accessories,130.63,2,0.4,-14.51
US-03706,2014-02-15,2014-02-17,Consumer,South,Office Supplies,Art,432.1,3,0.0,73.18
US-00948,2014-02-16,2014-02-17,Corporate,East,Office Supplies,Art,342.53,2,0.0,118.07
US-00948,2014-02-16,2014-02-17,Home Office,Central,Furniture,Bookcases,309.83,3,0.0,94.77
US-00948,2014-02-16,2014-02-22,Consumer,Central,Technology,Machines,3770.46,4,0.0,1012.5
US-01222,2014-02-16,2014-02-19,Consumer,South,Office Supplies,Binders,49.46,1,0.0,10.79
US-01280,2014-02-16,2014-02-21,Home Office,South,Furniture,Chairs,446.71,1,0.0,85.05
US-01280,2014-02-16,2014-02-22,Corporate,West,Technology,Accessories,352.87,2,0.0,100.13
US-01909,2014-02-16,2014-02-20,Home Office,East,Office Supplies,Envelopes,22.43,1,0.15,3.33
US-01909,2014-02-16,2014-02-19,Home Office,South,Office Supplies,Envelopes,54.33,2,0.1,2.71
US-01909,2014-02-16,2014-02-21,Home Office,East,Office Supplies,Appliances,1626.42,4,0.0,538.85
US-00751,2014-02-17,2014-02-19,Corporate,South,Technology,Phones,2205.47,3,0.2,-375.95
US-00751,2014-02-17,2014-02-21,Consumer,Central,Technology,Phones,1443.23,2,0.0,346.83
US-00947,2014-02-17,2014-02-21,Corporate,Central,Office Supplies,Storage,176.25,1,0.0,39.25
US-01236,2014-02-17,2014-02-23,Corporate,East,Technology,Copiers,2482.88,3,0.4,268.55
US-01381,2014-02-17,2014-02-18,Consumer,East,Office Supplies,Labels,62.32,2,0.0,11.86
US-03764,2014-02-17,2014-02-21,Consumer,West,Technology,Accessories,488.26,4,0.0,145.25
US-02544,2014-02-18,2014-02-22,Consumer,East,Technology,Machines,1695.26,2,0.3,-195.78
US-00848,2014-02-19,2014-02-23,Consumer,South,Office Supplies,Envelopes,205.43,5,0.0,44.98
US-00848,2014-02-19,2014-02-21,Consumer,West,Office Supplies,Storage,128.88,1,0.0,38.18
US-01495,2014-02-19,2014-02-21,Home Office,South,Furniture,Tables,465.85,1,0.0,118.88
US-01495,2014-02-19,2014-02-22,Consumer,South,Furniture,Bookcases,1175.23,2,0.0,239.5
US-01495,2014-02-19,2014-02-25,Consumer,Central,Technology,Machines,409.96,1,0.4,-126.68
US-02379,2014-02-19,2014-02-22,Consumer,South,Furniture,Chairs,1016.89,2,0.0,90.04
US-02379,2014-02-19,2014-02-25,Consumer,East,Furniture,Tables,4142.78,5,0.4,-1002.75
US-02609,2014-02-19,2014-02-23,Corporate,West,Furniture,Bookcases,316.25,1,0.0,99.0
US-02609,2014-02-19,2014-02-25,Consumer,West,Technology,Machines,1411.15,1,0.3,-290.1
US-03529,2014-02-19,2014-02-19,Home Office,Central,Furniture,Bookcases,957.59,2,0.0,335.13
